asset_type,name,project,location,display_name,labels
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:monitoring,projects/192823657524,europe-north2,system:monitoring,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:controller:endpointslice-controller,projects/192823657524,europe-north2,system:controller:endpointslice-controller,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:certificates.k8s.io:certificatesigningrequests:selfnodeclient,projects/192823657524,europe-north2,system:certificates.k8s.io:certificatesigningrequests:selfnodeclient,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:volume-scheduler,projects/192823657524,europe-north2,system:volume-scheduler,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:controller:endpointslicemirroring-controller,projects/192823657524,europe-north2,system:controller:endpointslicemirroring-controller,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:service-account-issuer-discovery,projects/192823657524,europe-north2,system:service-account-issuer-discovery,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:controller:endpoint-controller,projects/192823657524,europe-north2,system:controller:endpoint-controller,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:aggregate-to-view,projects/192823657524,europe-north2,system:aggregate-to-view,kubernetes.io/bootstrapping=rbac-defaults;rbac.authorization.k8s.io/aggregate-to-view=true
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/view,projects/192823657524,europe-north2,view,kubernetes.io/bootstrapping=rbac-defaults;rbac.authorization.k8s.io/aggregate-to-edit=true
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:persistent-volume-provisioner,projects/192823657524,europe-north2,system:persistent-volume-provisioner,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:heapster,projects/192823657524,europe-north2,system:heapster,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:controller:clusterrole-aggregation-controller,projects/192823657524,europe-north2,system:controller:clusterrole-aggregation-controller,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:kube-scheduler,projects/192823657524,europe-north2,system:kube-scheduler,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:controller:cronjob-controller,projects/192823657524,europe-north2,system:controller:cronjob-controller,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:node-problem-detector,projects/192823657524,europe-north2,system:node-problem-detector,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:kube-controller-manager,projects/192823657524,europe-north2,system:kube-controller-manager,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:certificates.k8s.io:legacy-unknown-approver,projects/192823657524,europe-north2,system:certificates.k8s.io:legacy-unknown-approver,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:node-bootstrapper,projects/192823657524,europe-north2,system:node-bootstrapper,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:public-info-viewer,projects/192823657524,europe-north2,system:public-info-viewer,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:certificates.k8s.io:kube-apiserver-client-kubelet-approver,projects/192823657524,europe-north2,system:certificates.k8s.io:kube-apiserver-client-kubelet-approver,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:node-proxier,projects/192823657524,europe-north2,system:node-proxier,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:aggregate-to-edit,projects/192823657524,europe-north2,system:aggregate-to-edit,kubernetes.io/bootstrapping=rbac-defaults;rbac.authorization.k8s.io/aggregate-to-edit=true
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:certificates.k8s.io:kube-apiserver-client-approver,projects/192823657524,europe-north2,system:certificates.k8s.io:kube-apiserver-client-approver,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/edit,projects/192823657524,europe-north2,edit,kubernetes.io/bootstrapping=rbac-defaults;rbac.authorization.k8s.io/aggregate-to-admin=true
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:controller:expand-controller,projects/192823657524,europe-north2,system:controller:expand-controller,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:kubelet-api-admin,projects/192823657524,europe-north2,system:kubelet-api-admin,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:controller:deployment-controller,projects/192823657524,europe-north2,system:controller:deployment-controller,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/admin,projects/192823657524,europe-north2,admin,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:kube-dns,projects/192823657524,europe-north2,system:kube-dns,kubernetes.io/bootstrapping=rbac-defaults
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:aggregate-to-admin,projects/192823657524,europe-north2,system:aggregate-to-admin,kubernetes.io/bootstrapping=rbac-defaults;rbac.authorization.k8s.io/aggregate-to-admin=true
rbac.authorization.k8s.io/RoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/system:gke-kcm-ccm-leader-election,projects/192823657524,europe-north2,system:gke-kcm-ccm-leader-election,
k8s.io/Namespace,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-node-lease,projects/192823657524,europe-north2,kube-node-lease,kubernetes.io/metadata.name=kube-node-lease
k8s.io/Namespace,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system,projects/192823657524,europe-north2,kube-system,kubernetes.io/metadata.name=kube-system
rbac.authorization.k8s.io/Role,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/rbac.authorization.k8s.io/roles/system:gke-kcm-ccm-leader-election,projects/192823657524,europe-north2,system:gke-kcm-ccm-leader-election,
k8s.io/Namespace,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default,projects/192823657524,europe-north2,default,kubernetes.io/metadata.name=default
k8s.io/Namespace,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-public,projects/192823657524,europe-north2,kube-public,kubernetes.io/metadata.name=kube-public
servicedirectory.googleapis.com/Namespace,//servicedirectory.googleapis.com/projects/live-on-473112/locations/europe-north2/namespaces/goog-psc-default,projects/192823657524,europe-north2,goog-psc-default,
servicedirectory.googleapis.com/Service,//servicedirectory.googleapis.com/projects/live-on-473112/locations/europe-north2/namespaces/goog-psc-default/services/gk3-gke-longevity-primary-8dfce3d7-aae6f5c3-pe,projects/192823657524,europe-north2,gk3-gke-longevity-primary-8dfce3d7-aae6f5c3-pe,
servicedirectory.googleapis.com/Endpoint,//servicedirectory.googleapis.com/projects/live-on-473112/locations/europe-north2/namespaces/goog-psc-default/services/gk3-gke-longevity-primary-8dfce3d7-aae6f5c3-pe/endpoints/default,projects/192823657524,europe-north2,default,
compute.googleapis.com/Firewall,//compute.googleapis.com/projects/live-on-473112/global/firewalls/gke-gke-longevity-primary-8dfce3d7-all,projects/192823657524,global,gke-gke-longevity-primary-8dfce3d7-all,
compute.googleapis.com/Firewall,//compute.googleapis.com/projects/live-on-473112/global/firewalls/gke-gke-longevity-primary-8dfce3d7-exkubelet,projects/192823657524,global,gke-gke-longevity-primary-8dfce3d7-exkubelet,
compute.googleapis.com/Firewall,//compute.googleapis.com/projects/live-on-473112/global/firewalls/gke-gke-longevity-primary-8dfce3d7-inkubelet,projects/192823657524,global,gke-gke-longevity-primary-8dfce3d7-inkubelet,
compute.googleapis.com/Firewall,//compute.googleapis.com/projects/live-on-473112/global/firewalls/gke-gke-longevity-primary-8dfce3d7-vms,projects/192823657524,global,gke-gke-longevity-primary-8dfce3d7-vms,
compute.googleapis.com/InstanceSettings,//compute.googleapis.com/projects/live-on-473112/zones/europe-north2-b/instanceSettings/InstanceSettings,projects/192823657524,europe-north2-b,,
compute.googleapis.com/InstanceSettings,//compute.googleapis.com/projects/live-on-473112/zones/europe-north2-a/instanceSettings/InstanceSettings,projects/192823657524,europe-north2-a,,
compute.googleapis.com/InstanceSettings,//compute.googleapis.com/projects/live-on-473112/zones/europe-north2-c/instanceSettings/InstanceSettings,projects/192823657524,europe-north2-c,,
dns.googleapis.com/ResponsePolicy,//dns.googleapis.com/projects/192823657524/locations/global/responsePolicies/5498050887576451891,projects/192823657524,global,gke-gke-longevity-primary-8dfce3d7-rp,goog-gke-node=clouddns-autopilot
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-4524102ec97d3ad9,projects/192823657524,global,default-route-r-4524102ec97d3ad9,
dns.googleapis.com/ManagedZone,//dns.googleapis.com/projects/live-on-473112/managedZones/6374053196084326321,projects/192823657524,global,gke-gke-longevity-primary-8dfce3d7-dns,goog-gke-node=clouddns-autopilot
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/europe-north2/subnetworks/gke-gke-longevity-primary-8c1944c6-pe-subnet,projects/192823657524,europe-north2,gke-gke-longevity-primary-8c1944c6-pe-subnet,
container.googleapis.com/Cluster,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary,projects/192823657524,europe-north2,gke-longevity-primary,
artifactregistry.googleapis.com/Repository,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-6d093241eecb4627,projects/192823657524,global,default-route-r-6d093241eecb4627,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-def20c921b1ab733,projects/192823657524,global,default-route-r-def20c921b1ab733,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-bf60e25db2b72517,projects/192823657524,global,default-route-r-bf60e25db2b72517,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/europe-north2/subnetworks/subnet-gke-primary,projects/192823657524,europe-north2,subnet-gke-primary,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-1f5773fb3d14c05a,projects/192823657524,global,default-route-1f5773fb3d14c05a,
compute.googleapis.com/Network,//compute.googleapis.com/projects/live-on-473112/global/networks/vpc-longevity,projects/192823657524,global,vpc-longevity,
iam.googleapis.com/ServiceAccount,//iam.googleapis.com/projects/live-on-473112/serviceAccounts/sa-gke-nodes@live-on-473112.iam.gserviceaccount.com,projects/192823657524,global,GKE Node Service Account,
storage.googleapis.com/Bucket,//storage.googleapis.com/live-on-473112-tf-state,projects/192823657524,europe-north2,live-on-473112-tf-state,
iam.googleapis.com/ServiceAccount,//iam.googleapis.com/projects/live-on-473112/serviceAccounts/sa-terraform@live-on-473112.iam.gserviceaccount.com,projects/192823657524,global,Terraform Service Account,
compute.googleapis.com/Firewall,//compute.googleapis.com/projects/live-on-473112/global/firewalls/default-allow-icmp,projects/192823657524,global,default-allow-icmp,
compute.googleapis.com/Firewall,//compute.googleapis.com/projects/live-on-473112/global/firewalls/default-allow-ssh,projects/192823657524,global,default-allow-ssh,
compute.googleapis.com/Firewall,//compute.googleapis.com/projects/live-on-473112/global/firewalls/default-allow-rdp,projects/192823657524,global,default-allow-rdp,
compute.googleapis.com/Firewall,//compute.googleapis.com/projects/live-on-473112/global/firewalls/default-allow-internal,projects/192823657524,global,default-allow-internal,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-c1f2402a1f357efb,projects/192823657524,global,default-route-r-c1f2402a1f357efb,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-8782cf13342238d6,projects/192823657524,global,default-route-r-8782cf13342238d6,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-2274b0475906426a,projects/192823657524,global,default-route-r-2274b0475906426a,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-d2852a592ec1a5cc,projects/192823657524,global,default-route-r-d2852a592ec1a5cc,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-1f569df08d8865b0,projects/192823657524,global,default-route-r-1f569df08d8865b0,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-5ebf7e3724ad1c98,projects/192823657524,global,default-route-r-5ebf7e3724ad1c98,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-4d3c03633cee64a7,projects/192823657524,global,default-route-r-4d3c03633cee64a7,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-cef3b674563625c9,projects/192823657524,global,default-route-r-cef3b674563625c9,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-4f3fca1ab4200cbd,projects/192823657524,global,default-route-r-4f3fca1ab4200cbd,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-b964a34047c7298b,projects/192823657524,global,default-route-r-b964a34047c7298b,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-5688a0917812d00f,projects/192823657524,global,default-route-r-5688a0917812d00f,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-89ef016ebc997d24,projects/192823657524,global,default-route-r-89ef016ebc997d24,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-329a352652331643,projects/192823657524,global,default-route-r-329a352652331643,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-d05f54fdac93ae27,projects/192823657524,global,default-route-r-d05f54fdac93ae27,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-07173aa078781c25,projects/192823657524,global,default-route-r-07173aa078781c25,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-7db96e1ddc42024c,projects/192823657524,global,default-route-r-7db96e1ddc42024c,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-19ea7fe131032b99,projects/192823657524,global,default-route-r-19ea7fe131032b99,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-405f5bff0fc9bf36,projects/192823657524,global,default-route-r-405f5bff0fc9bf36,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-8b78c331825e067a,projects/192823657524,global,default-route-r-8b78c331825e067a,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-ba0f87c60760b480,projects/192823657524,global,default-route-r-ba0f87c60760b480,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-bae4888fb1253a50,projects/192823657524,global,default-route-r-bae4888fb1253a50,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-dbe75a6eef80d222,projects/192823657524,global,default-route-r-dbe75a6eef80d222,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-827e2eb8b71de440,projects/192823657524,global,default-route-r-827e2eb8b71de440,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-4c2c202a18437124,projects/192823657524,global,default-route-r-4c2c202a18437124,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-d0af4e022b223ffe,projects/192823657524,global,default-route-r-d0af4e022b223ffe,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-276775786b3d8b93,projects/192823657524,global,default-route-r-276775786b3d8b93,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-9a0638dcfafda2d6,projects/192823657524,global,default-route-r-9a0638dcfafda2d6,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-fb2262d5823e6eab,projects/192823657524,global,default-route-r-fb2262d5823e6eab,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-711f23be65e65054,projects/192823657524,global,default-route-r-711f23be65e65054,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-96899fb71cde4106,projects/192823657524,global,default-route-r-96899fb71cde4106,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/asia-southeast2/subnetworks/default,projects/192823657524,asia-southeast2,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/australia-southeast2/subnetworks/default,projects/192823657524,australia-southeast2,default,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-f905d09c3635e6ea,projects/192823657524,global,default-route-r-f905d09c3635e6ea,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-0d9fcadca4344bf2,projects/192823657524,global,default-route-r-0d9fcadca4344bf2,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-9ff7d43d8e095c99,projects/192823657524,global,default-route-r-9ff7d43d8e095c99,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-14269891b1a82c75,projects/192823657524,global,default-route-r-14269891b1a82c75,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-48bad71f028e291b,projects/192823657524,global,default-route-r-48bad71f028e291b,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-92772c394f65fb37,projects/192823657524,global,default-route-r-92772c394f65fb37,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-0e5c0da219675367,projects/192823657524,global,default-route-r-0e5c0da219675367,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-2aa8dfdc56f50fb1,projects/192823657524,global,default-route-r-2aa8dfdc56f50fb1,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/asia-east2/subnetworks/default,projects/192823657524,asia-east2,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/asia-southeast1/subnetworks/default,projects/192823657524,asia-southeast1,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/europe-west6/subnetworks/default,projects/192823657524,europe-west6,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/asia-south1/subnetworks/default,projects/192823657524,asia-south1,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/asia-northeast2/subnetworks/default,projects/192823657524,asia-northeast2,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/southamerica-east1/subnetworks/default,projects/192823657524,southamerica-east1,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/asia-south2/subnetworks/default,projects/192823657524,asia-south2,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/europe-southwest1/subnetworks/default,projects/192823657524,europe-southwest1,default,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-fce19d486501d5b6,projects/192823657524,global,default-route-r-fce19d486501d5b6,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-39b708414a723e9e,projects/192823657524,global,default-route-r-39b708414a723e9e,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/africa-south1/subnetworks/default,projects/192823657524,africa-south1,default,
compute.googleapis.com/Route,//compute.googleapis.com/projects/live-on-473112/global/routes/default-route-r-c645d623d25667db,projects/192823657524,global,default-route-r-c645d623d25667db,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/europe-west8/subnetworks/default,projects/192823657524,europe-west8,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/europe-west1/subnetworks/default,projects/192823657524,europe-west1,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/northamerica-south1/subnetworks/default,projects/192823657524,northamerica-south1,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/europe-west2/subnetworks/default,projects/192823657524,europe-west2,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/us-east4/subnetworks/default,projects/192823657524,us-east4,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/asia-northeast1/subnetworks/default,projects/192823657524,asia-northeast1,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/us-west1/subnetworks/default,projects/192823657524,us-west1,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/us-west2/subnetworks/default,projects/192823657524,us-west2,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/europe-west9/subnetworks/default,projects/192823657524,europe-west9,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/me-central1/subnetworks/default,projects/192823657524,me-central1,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/us-south1/subnetworks/default,projects/192823657524,us-south1,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/europe-west3/subnetworks/default,projects/192823657524,europe-west3,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/us-east5/subnetworks/default,projects/192823657524,us-east5,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/asia-northeast3/subnetworks/default,projects/192823657524,asia-northeast3,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/us-east1/subnetworks/default,projects/192823657524,us-east1,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/europe-west12/subnetworks/default,projects/192823657524,europe-west12,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/southamerica-west1/subnetworks/default,projects/192823657524,southamerica-west1,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/europe-north2/subnetworks/default,projects/192823657524,europe-north2,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/us-west3/subnetworks/default,projects/192823657524,us-west3,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/northamerica-northeast2/subnetworks/default,projects/192823657524,northamerica-northeast2,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/northamerica-northeast1/subnetworks/default,projects/192823657524,northamerica-northeast1,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/europe-west10/subnetworks/default,projects/192823657524,europe-west10,default,
compute.googleapis.com/Subnetwork,//compute.googleapis.com/projects/live-on-473112/regions/me-west1/subnetworks/default,projects/192823657524,me-west1,default,
